Cell	Percent.Mitochondria	hpca	nCount_RNA	nFeature_RNA	Lineage
Cell_28874	0.3	Chondrocytes	1491	1198	Stromal_cells
Cell_28875	0.4	Tissue_stem_cells	1377	1124	
Cell_28876	0.2	Fibroblasts	1257	1049	Stromal_cells
Cell_28877	0.8	MSC	1149	940	
Cell_28878	0.1	Epithelial_cells	1269	1032	Epithelial_cells
Cell_28879	0.2	DC	1897	1402	
Cell_28880	0.4	Chondrocytes	1342	1117	Stromal_cells
Cell_28881	0.2	Chondrocytes	1476	1182	Stromal_cells
Cell_28882	0.2	Fibroblasts	1725	1371	Stromal_cells
Cell_28883	0.3	NK_cell	1380	1067	Immune_cells
Cell_28884	0.4	T_cells	1674	1265	Immune_cells
Cell_28885	0.2	Epithelial_cells	1607	1289	Epithelial_cells
Cell_28886	0.1	Chondrocytes	1379	1104	Stromal_cells
Cell_28887	0.1	CMP	2911	1897	
Cell_28888	0.2	Neuroepithelial_cell	1116	946	
Cell_28889	0.1	Smooth_muscle_cells	1546	1213	Stromal_cells
Cell_28890	0.3	Smooth_muscle_cells	1770	1393	Stromal_cells
Cell_28891	0.2	Epithelial_cells	1255	1016	Epithelial_cells
Cell_28892	0.3	Macrophage	1929	1501	Immune_cells
Cell_28893	0.1	Fibroblasts	1446	1068	Stromal_cells
Cell_28894	0.4	Endothelial_cells	1414	1141	Stromal_cells
Cell_28895	0.4	Osteoblasts	1395	1114	Stromal_cells
Cell_28896	0.2	Smooth_muscle_cells	1980	1554	Stromal_cells
Cell_28897	0.4	Fibroblasts	1776	1400	Stromal_cells
Cell_28898	0.1	Endothelial_cells	3302	2208	Stromal_cells
Cell_28899	0.4	Epithelial_cells	1508	1215	Epithelial_cells
Cell_28900	0.1	Epithelial_cells	42767	8032	Epithelial_cells
Cell_28901	8.9	Smooth_muscle_cells	1338	997	Stromal_cells
Cell_28902	0.1	Smooth_muscle_cells	1494	1213	Stromal_cells
Cell_28903	0.3	Fibroblasts	1370	1096	Stromal_cells
Cell_28904	0.3	Tissue_stem_cells	2675	1953	
Cell_28905	0.1	Fibroblasts	32743	7761	Stromal_cells
Cell_28906	0.3	Fibroblasts	1489	1175	Stromal_cells
Cell_28907	0.2	Smooth_muscle_cells	1387	1114	Stromal_cells
Cell_28908	0.6	Smooth_muscle_cells	1211	989	Stromal_cells
Cell_28909	0.2	Smooth_muscle_cells	1654	1292	Stromal_cells
Cell_28910	0	Epithelial_cells	41747	7876	Epithelial_cells
Cell_28911	0.3	T_cells	1187	971	Immune_cells
Cell_28912	0.6	Monocyte	2214	1585	Immune_cells
Cell_28913	0.2	Neurons	2175	1554	
Cell_28914	0.2	Fibroblasts	1288	1033	Stromal_cells
Cell_28915	0.8	Fibroblasts	1316	1049	Stromal_cells
Cell_28916	0.2	Smooth_muscle_cells	1431	1170	Stromal_cells
Cell_28917	1.8	T_cells	2914	1928	Immune_cells
Cell_28918	0.1	Fibroblasts	1489	1150	Stromal_cells
Cell_28919	0.3	Fibroblasts	1283	1042	Stromal_cells
Cell_28920	0.1	Fibroblasts	1343	1089	Stromal_cells
Cell_28921	5.9	Fibroblasts	1532	1172	Stromal_cells
Cell_28922	0.3	Epithelial_cells	1355	1068	Epithelial_cells
Cell_28923	0.3	Fibroblasts	1577	1234	Stromal_cells
Cell_28924	0.4	Fibroblasts	1815	1430	Stromal_cells
Cell_28925	0.1	Macrophage	1535	1212	Immune_cells
Cell_28926	0.1	Epithelial_cells	2476	1730	Epithelial_cells
Cell_28927	0.3	Epithelial_cells	1416	1138	Epithelial_cells
Cell_28928	0.3	T_cells	1737	1299	Immune_cells
Cell_28929	0.2	Smooth_muscle_cells	1369	1113	Stromal_cells
Cell_28930	0.1	Endothelial_cells	1548	1216	Stromal_cells
Cell_28931	0.2	Epithelial_cells	1598	1256	Epithelial_cells
Cell_28932	0.3	Smooth_muscle_cells	1777	1416	Stromal_cells
Cell_28933	0.6	Smooth_muscle_cells	1481	1177	Stromal_cells
Cell_28934	0.3	Smooth_muscle_cells	1343	1095	Stromal_cells
Cell_28935	0.2	Fibroblasts	1844	1459	Stromal_cells
Cell_28936	0.2	Smooth_muscle_cells	1265	1039	Stromal_cells
Cell_28937	0.2	Fibroblasts	1749	1393	Stromal_cells
Cell_28938	0.3	Fibroblasts	1178	958	Stromal_cells
Cell_28939	0	Fibroblasts	1298	1066	Stromal_cells
Cell_28940	0.1	Smooth_muscle_cells	1674	1312	Stromal_cells
Cell_28941	0.6	Epithelial_cells	1443	1123	Epithelial_cells
Cell_28942	0.5	Smooth_muscle_cells	1234	993	Stromal_cells
Cell_28943	0.5	T_cells	1696	1292	Immune_cells
Cell_28944	0.3	Fibroblasts	1719	1377	Stromal_cells
Cell_28945	1.2	T_cells	2573	1748	Immune_cells
Cell_28946	0.1	Neurons	8744	4171	
Cell_28947	0.4	Fibroblasts	1492	1188	Stromal_cells
Cell_28948	0.1	Fibroblasts	1444	1171	Stromal_cells
Cell_28949	0.4	Smooth_muscle_cells	1355	1093	Stromal_cells
Cell_28950	0.2	Fibroblasts	1344	1088	Stromal_cells
Cell_28951	0.2	Monocyte	1113	919	Immune_cells
Cell_28952	0.4	HSC_-G-CSF	1390	1085	
Cell_28953	0.1	Epithelial_cells	1216	956	Epithelial_cells
Cell_28954	0.1	Smooth_muscle_cells	1642	1321	Stromal_cells
Cell_28955	0.1	Fibroblasts	1886	1385	Stromal_cells
Cell_28956	0.3	Fibroblasts	1848	1436	Stromal_cells
Cell_28957	0.2	Fibroblasts	1383	1074	Stromal_cells
Cell_28958	0.3	Osteoblasts	1175	947	Stromal_cells
Cell_28959	0.1	Epithelial_cells	40841	8107	Epithelial_cells
Cell_28960	0.3	HSC_-G-CSF	1311	1041	
Cell_28961	0.5	Fibroblasts	1278	1039	Stromal_cells
Cell_28962	0.3	Osteoblasts	1300	1054	Stromal_cells
Cell_28963	0.3	T_cells	1612	1227	Immune_cells
Cell_28964	0.5	Fibroblasts	1144	952	Stromal_cells
Cell_28965	0.2	Macrophage	3896	2258	Immune_cells
Cell_28966	0.1	Epithelial_cells	43427	8070	Epithelial_cells
Cell_28967	0.5	Smooth_muscle_cells	1263	1011	Stromal_cells
Cell_28968	0.2	Smooth_muscle_cells	1688	1369	Stromal_cells
Cell_28969	0.2	Epithelial_cells	5283	2794	Epithelial_cells
Cell_28970	0.1	Osteoblasts	1282	1000	Stromal_cells
Cell_28971	0.2	Epithelial_cells	1513	1218	Epithelial_cells
Cell_28972	19.1	Fibroblasts	1129	774	Stromal_cells
Cell_28973	0.5	Smooth_muscle_cells	1308	1083	Stromal_cells
Cell_28974	0.2	Fibroblasts	1162	959	Stromal_cells
Cell_28975	0.7	Fibroblasts	1390	1108	Stromal_cells
Cell_28976	0.4	Macrophage	1341	1059	Immune_cells
Cell_28977	0.1	Macrophage	1700	1304	Immune_cells
Cell_28978	0.2	T_cells	1296	1038	Immune_cells
Cell_28979	0.4	Smooth_muscle_cells	1506	1208	Stromal_cells
Cell_28980	0.1	Macrophage	3544	2053	Immune_cells
Cell_28981	0.2	Smooth_muscle_cells	1609	1269	Stromal_cells
Cell_28982	0.1	Endothelial_cells	4171	2397	Stromal_cells
Cell_28983	0.2	NK_cell	1626	1252	Immune_cells
Cell_28984	0.2	Smooth_muscle_cells	2727	1971	Stromal_cells
Cell_28985	0.3	Osteoblasts	1722	1345	Stromal_cells
Cell_28986	0.3	Smooth_muscle_cells	1392	1105	Stromal_cells
Cell_28987	0.4	T_cells	1712	1309	Immune_cells
Cell_28988	0.4	Smooth_muscle_cells	1350	1095	Stromal_cells
Cell_28989	0.4	Fibroblasts	1790	1393	Stromal_cells
Cell_28990	0.6	Tissue_stem_cells	1206	998	
Cell_28991	0.1	Epithelial_cells	1243	1027	Epithelial_cells
Cell_28992	0.3	DC	1247	1047	
Cell_28993	0.2	Smooth_muscle_cells	1219	1006	Stromal_cells
Cell_28994	0.2	Smooth_muscle_cells	1676	1339	Stromal_cells
Cell_28995	0.1	Endothelial_cells	2993	1919	Stromal_cells
Cell_28996	0.2	Fibroblasts	1131	931	Stromal_cells
Cell_28997	0.2	Smooth_muscle_cells	1439	1152	Stromal_cells
Cell_28998	0.2	Neurons	1222	1009	
Cell_28999	0.1	Monocyte	1586	1237	Immune_cells
Cell_29000	0.4	Fibroblasts	1597	1259	Stromal_cells
Cell_29001	0.2	Epithelial_cells	1795	1342	Epithelial_cells
Cell_29002	0.2	Fibroblasts	1977	1569	Stromal_cells
Cell_29003	0.4	Epithelial_cells	1820	1433	Epithelial_cells
Cell_29004	0.5	Macrophage	1380	1088	Immune_cells
Cell_29005	0.1	Epithelial_cells	1426	1007	Epithelial_cells
Cell_29006	0.4	Chondrocytes	1299	1068	Stromal_cells
Cell_29007	0.2	Smooth_muscle_cells	1718	1379	Stromal_cells
Cell_29008	0.2	Fibroblasts	1941	1480	Stromal_cells
Cell_29009	1.2	Smooth_muscle_cells	2216	1646	Stromal_cells
Cell_29010	0.2	Smooth_muscle_cells	1415	1131	Stromal_cells
Cell_29011	0.1	Smooth_muscle_cells	1857	1449	Stromal_cells
Cell_29012	0.2	Epithelial_cells	1295	1056	Epithelial_cells
Cell_29013	0.2	Endothelial_cells	1191	994	Stromal_cells
Cell_29014	0.3	Macrophage	1301	1032	Immune_cells
Cell_29015	0.2	NK_cell	1849	1391	Immune_cells
Cell_29016	0.3	Epithelial_cells	1417	1127	Epithelial_cells
Cell_29017	0.2	Fibroblasts	1227	1009	Stromal_cells
Cell_29018	0.2	Epithelial_cells	1648	1250	Epithelial_cells
Cell_29019	0.7	Macrophage	1441	1124	Immune_cells
Cell_29020	0	Smooth_muscle_cells	1268	1030	Stromal_cells
Cell_29021	0.2	Monocyte	2281	1601	Immune_cells
Cell_29022	2	Macrophage	2124	1577	Immune_cells
Cell_29023	0.3	Epithelial_cells	1457	1141	Epithelial_cells
Cell_29024	0.4	Monocyte	1269	989	Immune_cells
Cell_29025	0.2	Smooth_muscle_cells	1238	982	Stromal_cells
Cell_29026	0.2	Fibroblasts	1295	1064	Stromal_cells
Cell_29027	0.3	Endothelial_cells	1803	1378	Stromal_cells
Cell_29028	0.3	Platelets	1185	942	
Cell_29029	0.3	NK_cell	1181	951	Immune_cells
Cell_29030	0.2	Macrophage	1477	1157	Immune_cells
Cell_29031	0.2	Epithelial_cells	1315	1054	Epithelial_cells
Cell_29032	0.2	Macrophage	1950	1336	Immune_cells
Cell_29033	0.2	Smooth_muscle_cells	1307	1039	Stromal_cells
Cell_29034	0.3	Fibroblasts	1199	968	Stromal_cells
Cell_29035	0.8	T_cells	1451	1166	Immune_cells
Cell_29036	0.4	Epithelial_cells	1811	1435	Epithelial_cells
Cell_29037	0.3	Smooth_muscle_cells	1447	1142	Stromal_cells
Cell_29038	0.3	Epithelial_cells	1824	1419	Epithelial_cells
Cell_29039	0.2	Endothelial_cells	2469	1733	Stromal_cells
Cell_29040	0.2	Osteoblasts	1285	1051	Stromal_cells
Cell_29041	0.7	Osteoblasts	1774	1394	Stromal_cells
Cell_29042	0.5	Fibroblasts	1203	982	Stromal_cells
Cell_29043	0.1	Epithelial_cells	1396	1128	Epithelial_cells
Cell_29044	0.4	Macrophage	2372	1773	Immune_cells
Cell_29045	0.3	Smooth_muscle_cells	1727	1343	Stromal_cells
Cell_29046	0.5	Smooth_muscle_cells	1572	1274	Stromal_cells
Cell_29047	0.2	Fibroblasts	1472	1185	Stromal_cells
Cell_29048	0.2	Smooth_muscle_cells	1786	1387	Stromal_cells
Cell_29049	0.4	Fibroblasts	1261	1012	Stromal_cells
Cell_29050	0.1	Smooth_muscle_cells	1178	956	Stromal_cells
Cell_29051	0.3	HSC_-G-CSF	1333	1057	
Cell_29052	0.3	Fibroblasts	1158	975	Stromal_cells
Cell_29053	0.1	DC	1585	1195	
Cell_29054	0.3	Fibroblasts	1568	1238	Stromal_cells
Cell_29055	2.2	Macrophage	3913	2538	Immune_cells
Cell_29056	0.3	Fibroblasts	1502	1196	Stromal_cells
Cell_29057	0.2	Chondrocytes	1481	1202	Stromal_cells
Cell_29058	0.3	Chondrocytes	1362	1086	Stromal_cells
Cell_29059	0.1	Fibroblasts	8624	3766	Stromal_cells
Cell_29060	0.2	B_cell	1611	1284	Immune_cells
Cell_29061	0.1	Fibroblasts	1293	1057	Stromal_cells
Cell_29062	0.1	Fibroblasts	1850	1467	Stromal_cells
Cell_29063	0.2	T_cells	2159	1518	Immune_cells
Cell_29064	0.1	Smooth_muscle_cells	1606	1287	Stromal_cells
Cell_29065	0.3	Smooth_muscle_cells	1406	1111	Stromal_cells
Cell_29066	0.2	Platelets	2672	1745	
Cell_29067	0.1	NK_cell	1642	1240	Immune_cells
Cell_29068	0.6	Smooth_muscle_cells	1548	1222	Stromal_cells
Cell_29069	0.5	MSC	1499	1201	
Cell_29070	0.4	Smooth_muscle_cells	1343	1087	Stromal_cells
Cell_29071	0.4	Chondrocytes	1138	906	Stromal_cells
Cell_29072	0.1	Endothelial_cells	4120	2371	Stromal_cells
Cell_29073	0	Endothelial_cells	15397	5221	Stromal_cells
Cell_29074	0.3	Fibroblasts	1243	1047	Stromal_cells
Cell_29075	0.1	Macrophage	1934	1406	Immune_cells
Cell_29076	0.5	Epithelial_cells	1744	1367	Epithelial_cells
Cell_29077	0.3	Fibroblasts	1522	1221	Stromal_cells
Cell_29078	0.6	Fibroblasts	1187	972	Stromal_cells
Cell_29079	0.3	Fibroblasts	1420	1134	Stromal_cells
Cell_29080	0.1	Fibroblasts	5982	3128	Stromal_cells
Cell_29081	0.3	Fibroblasts	2189	1659	Stromal_cells
Cell_29082	0	Fibroblasts	1662	1316	Stromal_cells
Cell_29083	0.4	Chondrocytes	1316	1074	Stromal_cells
Cell_29084	0.4	Fibroblasts	1517	1205	Stromal_cells
Cell_29085	0.3	Osteoblasts	1482	1170	Stromal_cells
Cell_29086	0.4	Platelets	1108	916	
Cell_29087	0.1	Epithelial_cells	32378	7550	Epithelial_cells
Cell_29088	0.5	T_cells	1622	1225	Immune_cells
Cell_29089	0	NK_cell	1348	1078	Immune_cells
Cell_29090	0.2	Fibroblasts	1245	984	Stromal_cells
Cell_29091	0.6	Fibroblasts	1241	970	Stromal_cells
Cell_29092	0.3	Fibroblasts	1570	1247	Stromal_cells
Cell_29093	0.1	Fibroblasts	1716	1317	Stromal_cells
Cell_29094	0	Epithelial_cells	32876	7386	Epithelial_cells
Cell_29095	0.6	Chondrocytes	1800	1434	Stromal_cells
Cell_29096	0.1	Smooth_muscle_cells	1278	1035	Stromal_cells
Cell_29097	0	Endothelial_cells	2874	1887	Stromal_cells
Cell_29098	0.3	MSC	1876	1450	
Cell_29099	0.2	Monocyte	1964	1468	Immune_cells
Cell_29100	0.4	Fibroblasts	1480	1185	Stromal_cells
Cell_29101	0.1	Chondrocytes	1547	1220	Stromal_cells
Cell_29102	0	Epithelial_cells	14607	5159	Epithelial_cells
Cell_29103	0.3	Epithelial_cells	1727	1391	Epithelial_cells
Cell_29104	0.3	Epithelial_cells	1904	1470	Epithelial_cells
Cell_29105	0.1	Fibroblasts	1121	908	Stromal_cells
Cell_29106	0.2	Platelets	1204	982	
Cell_29107	0	Fibroblasts	1384	1121	Stromal_cells
Cell_29108	0.3	Smooth_muscle_cells	1459	1194	Stromal_cells
Cell_29109	0.3	Smooth_muscle_cells	1480	1190	Stromal_cells
Cell_29110	0.2	Chondrocytes	1246	991	Stromal_cells
Cell_29111	0.3	Macrophage	1163	941	Immune_cells
Cell_29112	0.2	Macrophage	1555	1254	Immune_cells
Cell_29113	0.5	Osteoblasts	1518	1190	Stromal_cells
Cell_29114	0.2	Fibroblasts	1540	1230	Stromal_cells
Cell_29115	0.3	Smooth_muscle_cells	1370	1112	Stromal_cells
Cell_29116	0.2	Smooth_muscle_cells	1597	1256	Stromal_cells
Cell_29117	0.1	Epithelial_cells	57370	8104	Epithelial_cells
Cell_29118	0.3	Neurons	1159	942	
Cell_29119	0.3	Chondrocytes	1563	1271	Stromal_cells
Cell_29120	0.2	Fibroblasts	1325	1083	Stromal_cells
Cell_29121	0.2	T_cells	1418	1119	Immune_cells
Cell_29122	0.2	Smooth_muscle_cells	1534	1201	Stromal_cells
Cell_29123	0.2	Fibroblasts	1418	1129	Stromal_cells
Cell_29124	0.2	Macrophage	2576	1823	Immune_cells
Cell_29125	0.4	Platelets	1378	1080	
Cell_29126	0.1	Smooth_muscle_cells	1685	1301	Stromal_cells
Cell_29127	0.2	Fibroblasts	1847	1441	Stromal_cells
Cell_29128	0.4	Monocyte	1326	1052	Immune_cells
Cell_29129	0.4	Neurons	1530	1217	
Cell_29130	0.3	Fibroblasts	1188	965	Stromal_cells
Cell_29131	0.2	T_cells	1478	1157	Immune_cells
Cell_29132	0.4	Tissue_stem_cells	1254	1023	
Cell_29133	0.3	Macrophage	1581	1224	Immune_cells
Cell_29134	0.3	Smooth_muscle_cells	1562	1265	Stromal_cells
Cell_29135	0.2	Endothelial_cells	2099	1526	Stromal_cells
Cell_29136	0.4	T_cells	1711	1299	Immune_cells
Cell_29137	0.2	Epithelial_cells	1270	1026	Epithelial_cells
Cell_29138	0.3	Epithelial_cells	1169	962	Epithelial_cells
Cell_29139	0.1	Fibroblasts	2454	1837	Stromal_cells
Cell_29140	0.2	Smooth_muscle_cells	1219	971	Stromal_cells
Cell_29141	0.1	Chondrocytes	1183	988	Stromal_cells
Cell_29142	0.2	Epithelial_cells	1421	1126	Epithelial_cells
Cell_29143	0.1	Osteoblasts	1202	991	Stromal_cells
Cell_29144	0.6	Smooth_muscle_cells	1411	1128	Stromal_cells
Cell_29145	1.2	Epithelial_cells	1446	1128	Epithelial_cells
Cell_29146	0.2	Smooth_muscle_cells	1810	1397	Stromal_cells
Cell_29147	0.3	NK_cell	1591	1244	Immune_cells
Cell_29148	0.2	Osteoblasts	1361	1080	Stromal_cells
Cell_29149	0.2	Fibroblasts	1793	1421	Stromal_cells
Cell_29150	0.3	T_cells	1571	1192	Immune_cells
Cell_29151	0.2	Fibroblasts	1288	1015	Stromal_cells
Cell_29152	0.7	Smooth_muscle_cells	1389	1124	Stromal_cells
Cell_29153	0.3	Epithelial_cells	1534	1200	Epithelial_cells
Cell_29154	0.4	NK_cell	1654	1280	Immune_cells
Cell_29155	0.6	Fibroblasts	1345	1103	Stromal_cells
Cell_29156	0.6	NK_cell	1824	1416	Immune_cells
Cell_29157	0.4	Epithelial_cells	1405	1139	Epithelial_cells
Cell_29158	0	Macrophage	6366	3161	Immune_cells
Cell_29159	0.2	Osteoblasts	1112	904	Stromal_cells
Cell_29160	0.8	Fibroblasts	1358	1080	Stromal_cells
Cell_29161	0.5	Smooth_muscle_cells	1434	1145	Stromal_cells
Cell_29162	0.1	Fibroblasts	1497	1091	Stromal_cells
Cell_29163	0.3	Endothelial_cells	1563	1195	Stromal_cells
Cell_29164	0.1	Monocyte	1523	1178	Immune_cells
Cell_29165	0.1	MSC	1426	1166	
Cell_29166	0.4	Macrophage	1846	1382	Immune_cells
Cell_29167	0.3	Smooth_muscle_cells	1701	1354	Stromal_cells
Cell_29168	0.3	MSC	1580	1281	
Cell_29169	0.1	Smooth_muscle_cells	1338	1079	Stromal_cells
Cell_29170	0.8	T_cells	2888	1928	Immune_cells
Cell_29171	0.3	T_cells	1543	1186	Immune_cells
Cell_29172	0.4	Macrophage	1453	1164	Immune_cells
Cell_29173	0.2	Chondrocytes	1699	1354	Stromal_cells
Cell_29174	0.1	Epithelial_cells	1428	1162	Epithelial_cells
Cell_29175	0.4	NK_cell	1616	1223	Immune_cells
Cell_29176	0.3	Smooth_muscle_cells	1882	1377	Stromal_cells
Cell_29177	0.5	HSC_-G-CSF	2510	1764	
Cell_29178	0.2	Smooth_muscle_cells	1639	1276	Stromal_cells
Cell_29179	0.2	Macrophage	1688	1255	Immune_cells
Cell_29180	0.2	Smooth_muscle_cells	1271	1020	Stromal_cells
Cell_29181	0.3	NK_cell	1262	1014	Immune_cells
Cell_29182	0	Monocyte	1558	1185	Immune_cells
Cell_29183	0.2	Macrophage	1988	1521	Immune_cells
Cell_29184	0.4	Fibroblasts	1123	901	Stromal_cells
Cell_29185	0.4	Smooth_muscle_cells	1323	1059	Stromal_cells
Cell_29186	0.2	Fibroblasts	1356	1111	Stromal_cells
Cell_29187	0.3	Fibroblasts	1223	984	Stromal_cells
Cell_29188	0.7	Chondrocytes	1340	1074	Stromal_cells
Cell_29189	0.1	Osteoblasts	1768	1337	Stromal_cells
Cell_29190	0.1	Smooth_muscle_cells	1344	1089	Stromal_cells
Cell_29191	0.6	Fibroblasts	1472	1190	Stromal_cells
Cell_29192	0.2	T_cells	1528	1198	Immune_cells
Cell_29193	0.3	Macrophage	1770	1301	Immune_cells
Cell_29194	0.2	Smooth_muscle_cells	1847	1456	Stromal_cells
Cell_29195	0.3	Fibroblasts	1511	1205	Stromal_cells
Cell_29196	0.2	Epithelial_cells	1116	918	Epithelial_cells
Cell_29197	0.3	Platelets	1563	1206	
Cell_29198	0.5	Smooth_muscle_cells	1180	971	Stromal_cells
Cell_29199	0.3	Fibroblasts	1587	1257	Stromal_cells
Cell_29200	0.4	T_cells	1568	1212	Immune_cells
Cell_29201	0.1	Fibroblasts	1321	1062	Stromal_cells
Cell_29202	0.1	Fibroblasts	1471	1170	Stromal_cells
Cell_29203	0.3	Fibroblasts	2208	1603	Stromal_cells
Cell_29204	0.3	Smooth_muscle_cells	1757	1320	Stromal_cells
Cell_29205	0.2	Chondrocytes	1152	964	Stromal_cells
Cell_29206	0.5	Fibroblasts	1323	1095	Stromal_cells
Cell_29207	0.5	Platelets	1548	1194	
Cell_29208	0.7	Chondrocytes	1203	957	Stromal_cells
Cell_29209	0.5	Monocyte	1425	1100	Immune_cells
Cell_29210	0.1	Fibroblasts	40295	8280	Stromal_cells
Cell_29211	0.3	Fibroblasts	1287	1059	Stromal_cells
Cell_29212	0.2	Fibroblasts	2006	1532	Stromal_cells
Cell_29213	0.4	DC	1862	1359	
Cell_29214	0.3	Endothelial_cells	1739	1330	Stromal_cells
Cell_29215	0.2	Monocyte	2212	1579	Immune_cells
Cell_29216	0.3	Chondrocytes	1941	1494	Stromal_cells
Cell_29217	0.3	NK_cell	1170	933	Immune_cells
Cell_29218	0.4	Smooth_muscle_cells	1422	1152	Stromal_cells
Cell_29219	0.3	Smooth_muscle_cells	1702	1343	Stromal_cells
Cell_29220	0.1	Endothelial_cells	4069	2570	Stromal_cells
Cell_29221	0.2	Fibroblasts	1654	1268	Stromal_cells
Cell_29222	0.1	Smooth_muscle_cells	1354	1062	Stromal_cells
Cell_29223	0.2	Fibroblasts	1533	1224	Stromal_cells
Cell_29224	0.1	Smooth_muscle_cells	1982	1542	Stromal_cells
Cell_29225	0.2	Osteoblasts	1248	989	Stromal_cells
Cell_29226	0.4	Macrophage	1955	1466	Immune_cells
Cell_29227	0.1	T_cells	1701	1285	Immune_cells
Cell_29228	0.1	NK_cell	1466	1175	Immune_cells
Cell_29229	0.5	Smooth_muscle_cells	1125	934	Stromal_cells
Cell_29230	0.2	Fibroblasts	1380	1118	Stromal_cells
Cell_29231	0.4	Chondrocytes	1579	1261	Stromal_cells
Cell_29232	0.4	Chondrocytes	1273	1024	Stromal_cells
Cell_29233	0.2	Smooth_muscle_cells	1241	1001	Stromal_cells
Cell_29234	0.4	Smooth_muscle_cells	1716	1350	Stromal_cells
Cell_29235	0.2	Smooth_muscle_cells	1542	1236	Stromal_cells
Cell_29236	0.4	Smooth_muscle_cells	1536	1218	Stromal_cells
Cell_29237	0.2	T_cells	1684	1295	Immune_cells
Cell_29238	0.3	Fibroblasts	1185	969	Stromal_cells
Cell_29239	0.4	Fibroblasts	1324	1053	Stromal_cells
Cell_29240	0.3	Chondrocytes	1303	1063	Stromal_cells
Cell_29241	0.1	Fibroblasts	1423	1129	Stromal_cells
Cell_29242	0.4	Platelets	1363	1082	
Cell_29243	0.3	Chondrocytes	1539	1226	Stromal_cells
Cell_29244	0.5	Epithelial_cells	1290	1077	Epithelial_cells
Cell_29245	0.2	Epithelial_cells	1313	1057	Epithelial_cells
Cell_29246	0.5	Smooth_muscle_cells	1179	973	Stromal_cells
Cell_29247	0.3	Smooth_muscle_cells	1273	1004	Stromal_cells
Cell_29248	0.6	Chondrocytes	1554	1237	Stromal_cells
Cell_29249	0.2	NK_cell	1607	1264	Immune_cells
Cell_29250	0.2	Fibroblasts	1180	986	Stromal_cells
Cell_29251	0.5	Epithelial_cells	1547	1249	Epithelial_cells
Cell_29252	0.2	NK_cell	2073	1552	Immune_cells
Cell_29253	0.2	T_cells	1596	1229	Immune_cells
Cell_29254	0.1	Neurons	1709	1360	
Cell_29255	0.1	Epithelial_cells	1590	1239	Epithelial_cells
Cell_29256	0.2	T_cells	1346	1079	Immune_cells
Cell_29257	0.1	Smooth_muscle_cells	1244	1004	Stromal_cells
Cell_29258	0.5	Fibroblasts	1172	960	Stromal_cells
Cell_29259	0.2	Osteoblasts	1759	1368	Stromal_cells
Cell_29260	0.1	Macrophage	1394	1115	Immune_cells
Cell_29261	0.2	T_cells	1861	1367	Immune_cells
Cell_29262	0.3	NK_cell	1462	1167	Immune_cells
Cell_29263	0.4	Macrophage	1895	1349	Immune_cells
Cell_29264	0.1	Endothelial_cells	18176	5877	Stromal_cells
Cell_29265	0.2	Smooth_muscle_cells	1795	1424	Stromal_cells
Cell_29266	0.1	Macrophage	7721	3829	Immune_cells
Cell_29267	0.1	Smooth_muscle_cells	1763	1396	Stromal_cells
Cell_29268	0.2	Fibroblasts	1940	1493	Stromal_cells
Cell_29269	0.6	Fibroblasts	1301	1069	Stromal_cells
Cell_29270	0.1	T_cells	1444	1121	Immune_cells
Cell_29271	0.2	Fibroblasts	1326	1059	Stromal_cells
Cell_29272	0.5	Smooth_muscle_cells	1277	1020	Stromal_cells
Cell_29273	0.4	Fibroblasts	1307	1049	Stromal_cells
Cell_29274	0.2	T_cells	1246	1021	Immune_cells
Cell_29275	0.2	Smooth_muscle_cells	1796	1403	Stromal_cells
Cell_29276	0.1	Smooth_muscle_cells	1397	1103	Stromal_cells
Cell_29277	0.1	Smooth_muscle_cells	1605	1276	Stromal_cells
Cell_29278	0.3	Fibroblasts	1330	1104	Stromal_cells
Cell_29279	0.1	Fibroblasts	2173	1630	Stromal_cells
Cell_29280	0.1	Monocyte	1814	1368	Immune_cells
Cell_29281	0.1	DC	2366	1685	
Cell_29282	0.2	Chondrocytes	1223	1002	Stromal_cells
Cell_29283	0.1	T_cells	1753	1312	Immune_cells
Cell_29284	0.5	Fibroblasts	1698	1340	Stromal_cells
Cell_29285	0.3	NK_cell	1472	1155	Immune_cells
Cell_29286	0.2	DC	1833	1403	
Cell_29287	0.4	Smooth_muscle_cells	1590	1281	Stromal_cells
Cell_29288	0.2	Chondrocytes	1702	1309	Stromal_cells
Cell_29289	0.3	Fibroblasts	1570	1210	Stromal_cells
Cell_29290	0.3	Osteoblasts	1152	939	Stromal_cells
Cell_29291	0.2	NK_cell	1648	1292	Immune_cells
Cell_29292	0.4	Smooth_muscle_cells	1379	1116	Stromal_cells
Cell_29293	0.4	Epithelial_cells	1517	1196	Epithelial_cells
Cell_29294	0.3	Fibroblasts	1494	1209	Stromal_cells
Cell_29295	0.2	Osteoblasts	1512	1200	Stromal_cells
Cell_29296	0.3	Fibroblasts	1400	1128	Stromal_cells
Cell_29297	0.3	Fibroblasts	1801	1407	Stromal_cells
Cell_29298	0.2	Fibroblasts	1628	1205	Stromal_cells
Cell_29299	0.1	Fibroblasts	1665	1335	Stromal_cells
Cell_29300	0.5	MSC	1168	973	
Cell_29301	0.1	Chondrocytes	1501	1198	Stromal_cells
Cell_29302	0.2	Endothelial_cells	1201	1003	Stromal_cells
